id_aluno,idade,curso,turno,modalidade,cidade,renda_familiar,horas_estudo_semana,frequencia_percentual,nota_anterior,acessos_ava_mes,atividades_entregues_percentual,horas_sono,distancia_km,internet_estavel,trabalha,recebeu_monitoria,satisfacao_curso,nota_final,aprovado,risco_evasao
AL03243,26,Automação Industrial,Noturno,Híbrido,Blumenau,1965,4.5,67,6,45,98.7,6.3,5.6,Não,Sim,Não,7,6,Não,Sim
AL03244,16,Administração,Matutino,Presencial,Blumenau,5771,13.6,97,5.9,39,100,6,3.6,Sim,Não,Não,8,6.9,Sim,Sim
AL03245,28,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,2552,11.2,87.3,3.6,54,92.7,6.2,9.8,Sim,Sim,Sim,7,6.7,Sim,Não
AL03246,20,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,4127,1.7,91.5,7.3,31,41.1,6,8.6,Sim,Não,Não,9,3.4,Não,Sim
AL03247,34,Eletromecânica,Noturno,Presencial,Indaial,2425,12.5,83.7,6.7,63,78.5,8,8,Não,Sim,Não,6,6.5,Sim,Sim
AL03248,25,Automação Industrial,Noturno,Presencial,Brusque,1021,3.5,73.2,3.9,26,55.5,7.7,6.4,Sim,Não,Não,8,5,Não,Não
AL03249,24,Automação Industrial,Noturno,Presencial,Gaspar,1254,9.7,77.8,6.8,42,87.1,6.3,10,Sim,Sim,Não,7,8.4,Sim,Não
AL03250,16,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,2611,12.4,81,5.8,50,100,8,55,Sim,Não,Sim,5,7.3,Sim,Não
AL03251,20,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,1570,11.4,91.6,4.1,17,87.3,5.8,5.7,Sim,Sim,Não,7,5.4,Não,Não
AL03252,29,Automação Industrial,Noturno,Presencial,Blumenau,2431,6.6,80.4,6,22,84.9,8.8,2.2,Não,Sim,Não,10,4.6,Não,Não
AL03253,33,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,7321,13.9,85.3,4.2,38,100,7.5,23.4,Sim,Sim,Sim,5,7.5,Sim,Sim
AL03254,16,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,3817,11,75.3,8.3,60,85.2,7.1,4.8,Sim,Não,Não,8,7.6,Sim,Não
AL03255,25,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2570,8.7,,5.8,21,100,7.1,10.6,Sim,Sim,Sim,8,8.6,Sim,Sim
AL03256,37,Eletromecânica,Matutino,Presencial,Brusque,2863,5.4,86,5.8,25,64.6,5.5,6.9,Sim,Sim,Sim,6,7.4,Sim,Não
AL03257,24,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,4320,7.6,70.3,3.3,33,59.1,4.2,9.2,Sim,Não,Não,6,4.8,Não,Não
AL03258,33,Eletromecânica,Noturno,Presencial,Brusque,1942,2.3,73.1,6.9,34,72.6,8.3,6.4,Não,Sim,Sim,,5.9,Não,Não
AL03259,40,Automação Industrial,Noturno,Presencial,Timbó,2537,15,83.1,7.3,54,100,6.5,5.3,Não,Sim,Sim,5,7.6,Sim,Não
AL03260,32,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,5142,12.8,86,7.9,56,97.2,6.5,9.7,Sim,Sim,Não,7,7.6,Sim,Não
AL03261,25,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,2316,17.1,71.9,4.3,58,100,5.1,4.2,Sim,Não,Não,9,7,Não,Não
AL03262,27,Administração,Matutino,Presencial,Indaial,1528,5.4,92.2,6.2,48,78.9,7.4,6.7,Não,Sim,Sim,5,6.7,Sim,Não
AL03263,27,Automação Industrial,Noturno,Presencial,Gaspar,2320,11.2,100,8.9,46,89.8,6.1,3.3,Sim,Sim,Sim,10,8.8,Sim,Não
AL03264,16,Eletromecânica,Noturno,Presencial,Pomerode,3662,8.9,75,5.8,43,96,8.1,7.6,Sim,Sim,Sim,8,5.9,Não,Não
AL03265,32,Automação Industrial,Noturno,Presencial,Timbó,4257,4.3,81.5,6.9,18,69.1,5.3,12.5,Sim,Sim,Não,6,6.3,Sim,Sim
AL03266,50,Eletromecânica,Noturno,Presencial,Timbó,1146,10,57.4,6.4,45,100,6.5,34.3,Sim,Sim,Não,4,7.2,Não,Sim
AL03267,19,Eletromecânica,Noturno,Presencial,Timbó,,5.4,86.7,3.4,50,60.7,7.3,12.4,Sim,Sim,Não,6,5.6,Não,Não
AL03268,35,Eletromecânica,Matutino,Presencial,Timbó,4223,11.9,78.7,7.2,42,98.2,5.7,2.1,Não,Sim,Não,9,7.5,Sim,Não
AL03269,26,Administração,Matutino,Presencial,Pomerode,2303,10.6,77.1,5.7,50,85.1,8.5,7.7,Sim,Sim,Não,6,6.8,Sim,Não
AL03270,19,Administração,Matutino,Presencial,Timbó,1546,7,69.2,4.6,41,71.8,6,7.7,Não,Sim,Não,8,4.9,Não,Sim
AL03271,33,Eletromecânica,Noturno,Híbrido,Timbó,1274,7.3,94.5,9.1,37,100,6.7,10.8,Sim,Sim,Sim,7,9.2,Sim,Não
AL03272,34,Administração,Noturno,Presencial,Indaial,4822,7.8,85.9,7,46,59.1,5.5,7.1,Sim,Sim,Sim,9,6.4,Sim,Não
AL03273,22,Administração,Matutino,Presencial,Timbó,2923,7.3,85.1,7.8,23,80.7,7.2,3.6,Sim,Sim,Não,6,6.8,Sim,Não
AL03274,29,Administração,Noturno,Presencial,Gaspar,3110,5,87,6.6,24,61.5,5.5,4.5,Não,Sim,Não,7,5.3,Não,Não
AL03275,34,Automação Industrial,Noturno,Presencial,Indaial,2483,6.8,76.5,8.2,49,100,7.1,8.7,Não,Não,Não,8,6.5,Sim,Não
AL03276,34,Automação Industrial,Noturno,Presencial,Brusque,5774,13.6,86.6,5.5,50,100,5.3,21.4,Sim,Sim,Não,7,6.7,Sim,Não
AL03277,32,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,1856,8.4,85.4,7.3,38,100,8.7,9.1,Sim,Sim,Não,7,8.4,Sim,Sim
AL03278,38,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,6286,4.2,80.3,7.8,24,72.4,6,4.9,Não,Sim,Não,6,5.7,Não,Não
AL03279,17,Eletromecânica,Matutino,Presencial,Timbó,2467,3.9,90.8,6.9,33,92.1,5.1,10.2,Sim,Sim,Não,7,5.4,Não,Não
AL03280,19,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,1690,10.4,94.8,7,50,96.3,7.1,6.3,Sim,Não,Não,6,9,Sim,Não
AL03281,20,Administração,Matutino,Presencial,Brusque,3080,3.5,83.3,9.1,30,100,6.7,8.6,Sim,Sim,Não,5,7.6,Sim,Não
AL03282,22,Administração,Noturno,Presencial,Indaial,1612,7.9,75.9,3.8,33,69.7,6.8,2.2,Sim,Sim,Não,4,5.5,Não,Não
AL03283,16,Automação Industrial,Noturno,Presencial,Timbó,2072,5.6,81.2,6.2,32,100,8.3,5.8,Sim,Não,Sim,7,7.1,Sim,Sim
AL03284,38,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,2538,3.7,90.3,4.1,17,50.8,7,4.5,Sim,Sim,Não,9,5.8,Não,Sim
AL03285,24,Administração,Noturno,Presencial,Timbó,1456,2.3,88.6,7.1,33,46.4,6,9.7,Sim,Sim,Não,6,6.2,Sim,Não
AL03286,23,Automação Industrial,Noturno,Presencial,Gaspar,3071,10,73.3,5.8,33,92.9,7,4.4,Sim,Sim,Não,5,5.9,Não,Sim
AL03287,18,Automação Industrial,Noturno,Presencial,Indaial,1513,12.6,70,4.3,44,76.2,7.7,5.3,Sim,Não,Sim,8,5.7,Não,Não
AL03288,29,Automação Industrial,Matutino,Presencial,Pomerode,4186,12.3,78.3,7.8,46,100,7.9,7.1,Sim,Sim,Sim,9,8.4,Sim,Não
AL03289,33,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,3294,2.9,67.9,7.7,48,53.6,7.3,13,Sim,Sim,Não,8,4.5,Não,Sim
AL03290,31,Desenvolvimento de Sistemas,Noturno,Híbrido,Gaspar,2714,4.3,83.7,3.9,43,84.1,5.5,11.9,Não,Sim,Não,7,5.9,Não,Não
AL03291,16,Automação Industrial,Matutino,Presencial,Timbó,1956,2.7,73.2,8.9,19,68.6,7.9,17.7,Não,Sim,Sim,8,6.4,Não,Não
AL03292,28,Eletromecânica,Noturno,Presencial,Pomerode,5055,6.8,87.6,4.4,25,58.1,6.9,13.5,Sim,Sim,Não,6,7.1,Sim,Não
AL03293,23,Administração,Noturno,Presencial,Pomerode,1394,11.9,84,7.8,40,75.2,8.5,3.3,Sim,Não,Não,9,8.6,Sim,Não
AL03294,30,Desenvolvimento de Sistemas,Matutino,Híbrido,Brusque,5233,0,82.7,5.3,21,90,6.1,6.9,Sim,Sim,Sim,7,6.5,Sim,Não
AL03295,16,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,989,6.3,92.3,6.7,46,93.7,7,8.6,Sim,Não,Não,10,7.9,Sim,Não
AL03296,29,Eletromecânica,Noturno,Híbrido,Pomerode,4276,5.9,87.6,8.6,25,87.6,5.1,7.6,Sim,Sim,Sim,7,8.4,Sim,Sim
AL03297,28,Eletromecânica,Matutino,Presencial,Timbó,3716,8.4,80.9,,34,95.8,8.3,11.3,Sim,Sim,Sim,8,8.1,Sim,Não
AL03298,39,Eletromecânica,Matutino,Presencial,Pomerode,2547,14.8,77.2,4.9,54,92.5,8.1,4.9,Sim,Sim,Não,7,7.6,Sim,Não
AL03299,35,Administração,Matutino,Híbrido,Pomerode,2829,8.9,58.7,6.3,27,90.5,8.7,7.5,Sim,Não,Sim,6,5.9,Não,Não
AL03300,25,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,1184,10.4,100,4.6,44,68.6,5.7,5.1,Não,Sim,Sim,4,7,Sim,Sim
AL03301,16,Administração,Matutino,Presencial,Brusque,9441,0,73.6,6.4,22,55.2,4.6,4.6,Sim,Sim,Não,6,6.2,Não,Não
AL03302,25,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,2023,9.7,76.7,4.6,34,85.2,8.1,5.4,Sim,Sim,Sim,6,6.5,Sim,Sim
AL03303,41,Automação Industrial,Matutino,Híbrido,Gaspar,3587,10.4,89.3,6.1,20,93.4,8.9,10.9,Sim,Não,Não,10,4.6,Não,Sim
AL03304,17,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,2041,5.9,87,6.2,39,65.9,5.9,5.7,Sim,Sim,Não,7,5.7,Não,Não
AL03305,36,Eletromecânica,Matutino,Presencial,Pomerode,1430,7.1,76.3,8.7,9,84.5,6.2,5.4,Sim,Sim,Sim,9,7.4,Sim,Não
AL03306,33,Eletromecânica,Noturno,Híbrido,Brusque,3660,7.5,78.8,5.2,38,83.6,6.5,16.3,Sim,Sim,Não,8,6.3,Sim,Não
AL03307,46,Automação Industrial,Matutino,Híbrido,Indaial,1821,6.9,81.7,6,20,90.1,6.7,4.7,Sim,Sim,Sim,8,5.6,Não,Não
AL03308,28,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,3856,10.8,63.9,6.4,34,80.4,8.2,5.3,Sim,Não,Não,6,4.2,Não,Não
AL03309,23,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,900,8.9,90.7,7.9,22,98.8,7.7,2.4,Sim,Não,Não,9,7.7,Sim,Não
AL03310,34,Administração,Matutino,Presencial,Indaial,3694,6.7,72,7.4,29,71.1,8,12.5,Sim,Não,Não,8,5.5,Não,Não
AL03311,34,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2306,12.6,97.5,5.8,47,100,5.2,9.9,Sim,Sim,Sim,8,8.1,Sim,Não
AL03312,42,Desenvolvimento de Sistemas,Matutino,Híbrido,Gaspar,2043,6.6,80.9,4.3,30,96.8,6.2,3.2,Não,Sim,Sim,10,6.4,Sim,Sim
AL03313,32,Automação Industrial,Noturno,Presencial,Pomerode,5799,10.9,86,5.8,11,88.7,7,10.8,Sim,Não,Não,6,7.1,Sim,Não
AL03314,24,Administração,Noturno,Presencial,Blumenau,2155,9.1,81.1,5.2,26,93.6,5.7,3.3,Sim,Sim,Sim,5,7,Sim,Não
AL03315,26,Automação Industrial,Matutino,Híbrido,Pomerode,4605,11.4,82.2,5.9,48,100,4.7,5.2,Não,Sim,Não,4,6.8,Sim,Não
AL03316,29,Eletromecânica,Matutino,Presencial,Indaial,4008,12.7,92.1,8.5,37,100,6.6,6.3,Sim,Sim,Não,7,8.5,Sim,Não
AL03317,26,Administração,Noturno,Híbrido,Brusque,1953,0,87.5,5.5,30,76.1,8,6.9,Não,Sim,Sim,5,6.7,Sim,Não
AL03318,16,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,3901,13.8,77.3,7.1,23,100,6.4,5,Sim,Não,Não,6,7.8,Sim,Não
AL03319,26,Administração,Matutino,Presencial,Blumenau,6434,3.7,91.6,6.1,16,85.1,6.4,25.6,Sim,Sim,Não,8,5.8,Não,Não
AL03320,36,Desenvolvimento de Sistemas,Noturno,Híbrido,Gaspar,6152,6.2,62.7,4,24,91.1,6.4,5.3,Sim,Sim,Não,8,5.2,Não,Não
AL03321,32,Administração,Matutino,Presencial,Pomerode,7819,11.2,87.8,6.3,26,71.1,8.1,19.4,Sim,Sim,Não,4,5.5,Não,Não
AL03322,26,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,2172,9.5,87.8,7.2,31,85.1,6.7,17.1,Sim,Sim,Sim,4,6.7,Sim,Não
AL03323,23,Administração,Noturno,Presencial,Indaial,5196,14.7,82.2,6,43,100,6.3,7,Não,Não,Não,7,6.1,Sim,Não
AL03324,24,Desenvolvimento de Sistemas,Noturno,Híbrido,Blumenau,2949,9.4,92.6,5.1,30,100,5.3,25.7,Não,Sim,Sim,6,6,Sim,Não
AL03325,23,Administração,Matutino,Presencial,Pomerode,3047,10.7,83,5,32,94.7,8.6,19.4,Sim,Não,Não,7,7.6,Sim,Não
AL03326,31,Eletromecânica,Noturno,Presencial,Timbó,3900,9.6,94.2,3,30,92.6,6.7,7.2,Não,Não,Não,7,5,Não,Sim
AL03327,28,Automação Industrial,Matutino,Presencial,Timbó,1315,7.9,74,5.8,25,89.4,8.5,14.4,Sim,Não,Não,7,4.6,Não,Sim
AL03328,36,Eletromecânica,Matutino,Presencial,Gaspar,12204,8.3,80.3,4.8,6,63.6,4.2,5.9,Sim,Sim,Não,8,6.3,Sim,Não
AL03329,22,Administração,Matutino,Presencial,Blumenau,2194,13.4,77.9,6.7,30,100,8.8,4.8,Sim,Não,Sim,7,7.2,Sim,Não
AL03330,16,Automação Industrial,Matutino,Presencial,Timbó,1998,7.4,94.4,6,33,81.9,7,16.2,Sim,Sim,Sim,10,6.6,Sim,Não
AL03331,36,Administração,Noturno,Híbrido,Indaial,2736,8,72,6.9,44,93.9,5.6,3.8,Sim,Não,Não,5,6.3,Não,Não
AL03332,16,Automação Industrial,Matutino,Híbrido,Pomerode,3596,17.1,83.6,7.6,38,100,7.1,8.9,Sim,Não,Não,7,7.5,Sim,Não
AL03333,41,Administração,Noturno,Presencial,Indaial,900,12.9,75.4,6.2,33,76,6.3,6.9,Sim,Sim,Não,8,6.9,Sim,Não
AL03334,21,Automação Industrial,Noturno,Presencial,Blumenau,5507,4.4,79.5,5.4,51,69.9,4.2,10.4,Sim,Não,Não,5,5.6,Não,Não
AL03335,56,Desenvolvimento de Sistemas,Matutino,Híbrido,Pomerode,1872,14.8,89.7,7.8,39,77.6,5.9,9.9,Sim,Sim,Não,8,6,Sim,Não
AL03336,32,Administração,Noturno,Presencial,Indaial,1678,5.8,94.5,3.7,48,95.9,7,2.8,Não,Não,Sim,7,5.8,Não,Não
AL03337,38,Automação Industrial,Matutino,Presencial,Indaial,3285,13.5,74.9,5.7,59,95.3,6.4,18.1,Sim,Não,Não,9,6.9,Não,Não
AL03338,35,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2799,10.7,83.7,8.8,13,84,8.8,11.8,Sim,Não,Não,7,8.1,Sim,Não
AL03339,20,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,4734,6.3,93.2,5,31,78.5,5.6,3.3,Não,Sim,Não,5,6.1,Sim,Não
AL03340,28,Automação Industrial,Matutino,Presencial,Blumenau,2558,2.4,78.6,8.2,14,37,6.9,6,Não,Sim,Não,6,5.2,Não,Sim
AL03341,31,Eletromecânica,Noturno,Presencial,Timbó,992,2.6,78.1,4,33,83.2,9.4,4.8,Sim,Não,Sim,8,6.1,Sim,Não
AL03342,33,Administração,Noturno,Presencial,Gaspar,2026,1.6,94.1,4.8,27,86.8,5.3,3.4,Não,Sim,Não,6,6.1,Sim,Não
AL03343,16,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,4070,4.4,80.7,4.8,39,86.7,6.2,5.7,Sim,Sim,Não,6,5.9,Não,Não
AL03344,32,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,2516,20.4,84.8,6.5,73,100,7.8,9.4,Sim,Não,Não,6,7,Sim,Não
AL03345,34,Administração,Noturno,Presencial,Indaial,4437,7.2,91,4.4,39,61.6,6.8,3.9,Sim,Não,Não,9,4.7,Não,Não
AL03346,22,Eletromecânica,Matutino,Presencial,Indaial,3236,7.6,86.3,4.8,68,49.9,6.2,8.4,Sim,Sim,Não,,6.1,Sim,Sim
AL03347,20,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,5523,7.9,94.1,10,19,86.7,7.1,2.8,Sim,Sim,Sim,7,7.7,Sim,Não
AL03348,37,Automação Industrial,Noturno,Presencial,Blumenau,4959,6.2,89.5,9.5,34,100,6.2,9.4,Sim,Não,Sim,5,7.4,Sim,Não
AL03349,31,Administração,Noturno,Presencial,Brusque,928,11.5,81.7,8.5,48,100,7,4.6,Sim,Sim,Sim,6,6.9,Sim,Não
AL03350,16,Eletromecânica,Matutino,Presencial,Gaspar,4265,8.2,69.4,5.3,48,69.1,7.9,7.4,Sim,Não,Não,7,6.2,Não,Não
AL03351,21,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,1571,19,88.8,4.5,62,100,5.1,2.7,Sim,Não,Não,6,7.4,Sim,Não
AL03352,17,Eletromecânica,Noturno,Presencial,Indaial,1598,12.5,84.6,7.7,61,85.8,5.8,5.2,Sim,Sim,Não,8,7.5,Sim,Não
AL03353,34,Eletromecânica,Matutino,Presencial,Pomerode,1412,13.2,83.1,7.6,39,87.1,6.9,16.4,Sim,Sim,Não,6,8.9,Sim,Não
AL03354,16,Eletromecânica,Noturno,Presencial,Indaial,2502,7.3,68.3,4.9,35,100,7.2,7.5,Não,Não,Sim,10,6.3,Não,Não
AL03355,16,Automação Industrial,Noturno,Presencial,Gaspar,1818,9.9,89.2,7.5,29,96.2,4.4,3.5,Não,Sim,Sim,6,6.9,Sim,Não
AL03356,37,Automação Industrial,Noturno,Presencial,Brusque,1242,9.7,89.1,8.7,40,83.8,6.6,4.5,Sim,Sim,Não,5,7.1,Sim,Não
AL03357,16,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,1619,5.8,100,8.8,9,80.3,7.1,9.7,Sim,Não,Sim,9,8.2,Sim,Não
AL03358,17,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,3724,6.2,93.4,6.5,12,83.6,8.2,15.6,Sim,Sim,Não,9,7.4,Sim,Não
AL03359,23,Eletromecânica,Noturno,Presencial,Blumenau,2131,12.8,79.6,5,25,97.9,6.6,9.4,Não,Sim,Não,3,5.1,Não,Não
AL03360,16,Eletromecânica,Matutino,Presencial,Brusque,5054,10.8,66.8,6.3,35,68.9,8.4,4.4,Sim,Sim,Não,6,5.5,Não,Não
AL03361,32,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,3635,5.2,90.6,5.7,31,86.3,6.8,16.1,Sim,Não,Não,9,6.3,Sim,Sim
AL03362,39,Administração,Noturno,Presencial,Brusque,1659,10,99.4,7.7,44,82.8,6.9,20.7,Sim,Não,Não,7,6.7,Sim,Não
AL03363,33,Eletromecânica,Matutino,Híbrido,Blumenau,3002,13.4,83.5,5.4,49,84.4,7.2,5.8,Sim,Não,Não,8,7.2,Sim,Não
AL03364,26,Administração,Noturno,Presencial,Pomerode,3862,5.7,75.9,5.2,18,65.1,9,5.8,Sim,Não,Não,7,6.2,Sim,Não
AL03365,21,Automação Industrial,Matutino,Presencial,Timbó,7352,0.5,100,8.2,24,56.7,5,8.2,Sim,Sim,Não,8,6.1,Sim,Não
AL03366,41,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,3238,6.4,81.9,8,48,90.1,8.4,4.8,Sim,Sim,Não,6,6.2,Sim,Sim
AL03367,34,Eletromecânica,Noturno,Presencial,Timbó,2938,10,82.1,7.4,41,68.8,5.3,6.6,Sim,Sim,Não,7,6.1,Sim,Não
AL03368,43,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2947,11.2,86.3,7.7,51,90,6.9,28.6,Sim,Não,Não,4,8,Sim,Sim
AL03369,20,Administração,Noturno,Híbrido,Indaial,1926,7.2,92.1,6.3,18,100,5.4,7.7,Sim,Sim,Não,9,6.3,Sim,Não
AL03370,29,Eletromecânica,Noturno,Presencial,Blumenau,3302,7.4,82.3,9.6,38,90,7.1,4.6,Sim,Sim,Sim,9,7.8,Sim,Não
AL03371,16,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,5370,11.1,100,8.6,40,77.2,5.4,5.1,Sim,Não,Sim,5,8.1,Sim,Sim
AL03372,31,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,3810,0.3,77.7,5.2,19,86.7,5.8,5.7,Sim,Sim,Sim,10,4.8,Não,Não
AL03373,22,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2266,11.8,77.8,6.2,35,69.2,8.5,17,Sim,Sim,Não,6,7,Sim,Não
AL03374,22,Administração,Noturno,Presencial,Pomerode,3254,10.5,85.7,5,28,100,5.4,5.9,Sim,Sim,Não,9,7.1,Sim,Sim
AL03375,28,Eletromecânica,Matutino,Presencial,Pomerode,1702,6.5,76.3,7.6,45,100,7.4,7.5,Sim,Sim,Não,8,7.2,Sim,Não
AL03376,32,Desenvolvimento de Sistemas,Noturno,Híbrido,Pomerode,3020,4.2,86.2,1.8,51,73.7,6.7,12.6,Sim,Não,Não,9,5.2,Não,Não
AL03377,26,desenv. sistemas,Noturno,Presencial,Indaial,2562,14,82.8,5.4,45,100,8.2,4.6,Sim,Sim,Não,5,5.6,Não,Não
AL03378,16,Automação Industrial,Noturno,Hibrido,Pomerode,3877,9.9,84.2,3.4,44,100,8.6,2.3,Sim,Não,Não,4,6.6,Sim,Não
AL03379,32,Automação Industrial,Matutino,Presencial,Blumenau,2467,9.7,,6.9,61,88.8,6.2,11.4,Sim,Sim,Não,8,7.3,Sim,Não
AL03380,28,Automação Industrial,Noturno,Híbrido,Indaial,1565,6.5,95.3,4.2,25,72.8,7.8,10.5,Sim,Sim,Não,9,5.8,Não,Não
AL03381,27,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,1541,10.7,93.7,9.6,23,77.9,5.6,3,Não,Sim,Não,8,7.3,Sim,Não
AL03382,25,Eletromecânica,Noturno,Presencial,Brusque,1694,11,85.3,8.9,33,98.2,4.3,26.8,Sim,Sim,Não,8,7.9,Sim,Não
AL03383,33,Eletromecânica,Noturno,Presencial,Indaial,8411,8,81.5,6.2,36,64.9,5.2,3.3,Sim,Sim,Não,8,5.1,Não,Não
AL03384,27,Administração,Noturno,Presencial,Timbó,3714,6.4,82,9.3,34,73.9,5.8,4.4,Sim,Sim,Não,5,7.3,Sim,Não
AL03385,32,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,1911,18.5,96.5,8.5,45,80.5,7.1,3.9,Sim,Sim,Não,9,7.4,Sim,Sim
AL03386,40,Administração,Noturno,Presencial,Indaial,3090,8.4,82.9,6.7,35,100,6.7,16.4,Sim,Sim,Não,6,6.9,Sim,Sim
AL03387,16,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,4367,12.5,88,7,61,100,6.2,5.6,Não,Não,Não,8,7.6,Sim,Não
AL03388,40,Administração,Noturno,Híbrido,Indaial,4578,16,87.8,5.9,58,83.8,5.2,17.5,Sim,Sim,Sim,8,6.3,Sim,Não
AL03389,33,Automação Industrial,Matutino,Híbrido,Timbó,2794,9.5,87.5,7.1,41,81,7.3,4,Sim,Sim,Não,7,6.6,Sim,Não
AL03390,18,Automação Industrial,Noturno,Presencial,Pomerode,2006,8.4,96.6,4,34,100,6.3,14.9,Sim,Não,Sim,9,7.2,Sim,Não
AL03391,16,Automação Industrial,Matutino,Presencial,Pomerode,6665,10.1,87.4,7,13,92.4,5.1,7.6,Sim,Não,Sim,9,6.4,Sim,Não
AL03392,23,Desenvolvimento de Sistemas,Noturno,Híbrido,Blumenau,5250,11.3,81.8,6.4,42,84.6,6.2,16.9,Sim,Sim,Não,5,7.3,Sim,Não
AL03393,27,Administração,Noturno,Presencial,Timbó,3564,5.5,100,5.1,30,98.1,4.8,6.3,Sim,Sim,Sim,7,7.2,Sim,Não
AL03394,32,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,2752,4.3,69.3,8.2,24,73.2,5.7,9.5,Sim,Sim,Não,8,6.1,Não,Sim
AL03395,18,Administração,Matutino,Presencial,Brusque,4353,9.9,99.6,6.2,36,90.3,7.1,8.5,Sim,Não,Não,6,7.5,Sim,Não
AL03396,35,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,1395,8.8,74.6,3.5,45,88.7,9.2,9.5,Não,Não,Não,7,6.1,Não,Não
AL03397,16,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,1951,8.9,73.7,6.9,32,95.2,6.3,9.8,Não,Não,Não,9,6.7,Não,Não
AL03398,30,Eletromecânica,Matutino,Presencial,Brusque,4218,15.3,86.7,7.6,40,68.9,8,22,Sim,Não,Não,7,8,Sim,Não
AL03399,35,Eletromecânica,Matutino,Híbrido,Brusque,2428,10.1,94.8,,19,99.8,7.1,16.1,Sim,Não,Não,9,7.5,Sim,Não
AL03400,17,Administração,Noturno,Presencial,Indaial,,8.5,95.5,3.4,39,92.1,7.3,10.9,Sim,Não,Não,5,6.3,Sim,Não
AL03401,24,Administração,Matutino,Presencial,Gaspar,1244,8.5,93.6,4.4,39,73,8.1,3.8,Sim,Sim,Não,8,6,Sim,Não
AL03402,29,Eletromecânica,Noturno,Presencial,Indaial,1327,4.8,66.6,7.5,17,94,6.8,4,Não,Sim,Não,9,5.9,Não,Sim
AL03403,30,Administração,Noturno,Híbrido,Indaial,3816,1,67.6,6.1,26,75.8,7.1,2.9,Sim,Sim,Não,5,5.4,Não,Sim
AL03404,32,Eletromecânica,Noturno,Presencial,Indaial,1957,10.7,100,6.7,47,89.6,6.4,8.8,Sim,Sim,Sim,6,7.5,Sim,Não
AL03405,28,Desenvolvimento de Sistemas,Matutino,Híbrido,Blumenau,3047,8.1,93.5,6.9,36,68.6,6,25,Sim,Não,Não,9,6.5,Sim,Não
AL03406,27,Automação Industrial,Noturno,Híbrido,Blumenau,2758,12.2,74.8,6,28,64.3,6.3,9.8,Sim,Sim,Não,8,5.1,Não,Não
AL03407,17,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,3985,8.9,75.3,5.7,31,70.9,5.9,14.4,Sim,Sim,Sim,5,6,Sim,Sim
AL03408,19,Administração,Matutino,Presencial,Blumenau,4349,3.9,71.6,6.9,33,87.4,8.1,12,Sim,Não,Sim,7,7.3,Não,Sim
AL03409,22,Automação Industrial,Matutino,Presencial,Blumenau,4483,11.8,83.3,3.7,23,93.4,5.4,14.7,Sim,Não,Sim,8,6.5,Sim,Não
